ion,mass,Intensities,,,mass,Intensities,,,,,,Intensities,,,,,
,11161.50225,0.138546,,,11161.50225,0.138567,,-1E-06,0.00%,,,0.138567,,0.00%,,,
,11162.50472,0.105363,,,11162.50472,0.105417,,-9.99999E-07,0.01%,,,0.105417,,0.00%,,,
,11163.50717,0.072026,,,11163.50717,0.07209,,-1E-06,0.01%,,,0.07209,,0.00%,,,
,11164.50961,0.044877,,,11164.50961,0.044935,,-1E-06,0.01%,,,0.044935,,0.00%,,,
,11165.51203,0.025762,,,11165.51203,0.025806,,-2E-06,0.00%,,,0.025806,,0.00%,,,
,11166.51445,0.013744,,,11166.51444,0.013774,,-2E-06,0.00%,,,0.013774,,0.00%,,,
,11167.51685,0.006862,,,11167.51685,0.00688,,-2E-06,0.00%,,,0.00688,,0.00%,,,
,11168.51924,0.003226,,,11168.51924,0.003236,,-2E-06,0.00%,,,0.003236,,0.00%,,,
,11169.52163,0.001434,,,11169.52162,0.00144,,-2E-06,0.00%,,,0.00144,,0.00%,,,
a35-G,11139.49195,0.0091284,,,11139.49195,0.0091196,,0,0.00%,,,0.0091196,,0.00%,,,
,11140.49462,0.038566,,,11140.49462,0.038529,,0,0.00%,,,0.038529,,0.00%,,,
,11141.49723,0.085777,,,11141.49723,0.085704,,0,-0.01%,,,0.085704,,0.00%,,,
,11142.49981,0.132935,,,11142.4998,0.132845,,-1E-06,-0.01%,,,0.132845,,0.00%,,,
,11143.50234,0.160648,,,11143.50234,0.160576,,-1E-06,-0.01%,,,0.160576,,0.00%,,,
,11144.50485,0.160827,,,11144.50485,0.1608,,-1E-06,0.00%,,,0.1608,,0.00%,,,
,11145.50734,0.138492,,,11145.50734,0.138513,,-1E-06,0.00%,,,0.138513,,0.00%,,,
,11146.50981,0.105237,,,11146.50981,0.10529,,-1E-06,0.01%,,,0.10529,,0.00%,,,
,11147.51226,0.071877,,,11147.51226,0.071941,,-9.99999E-07,0.01%,,,0.071941,,0.00%,,,
,11148.5147,0.044743,,,11148.5147,0.044801,,-1E-06,0.01%,,,0.044801,,0.00%,,,
,11149.51712,0.02566,,,11149.51712,0.025704,,-2E-06,0.00%,,,0.025704,,0.00%,,,
,11150.51953,0.013675,,,11150.51953,0.013705,,-2E-06,0.00%,,,0.013705,,0.00%,,,
,11151.52194,0.006821,,,11151.52193,0.006839,,-2E-06,0.00%,,,0.006839,,0.00%,,,
,11152.52433,0.003203,,,11152.52433,0.003213,,-3E-06,0.00%,,,0.003213,,0.00%,,,
a36,11635.58879,0.0073222,,,11635.58879,0.0073149,,0,0.00%,,,0.0073149,,0.00%,,,
,11636.59145,0.032436,,,11636.59145,0.032404,,0,0.00%,,,0.032404,,0.00%,,,
,11637.59405,0.075415,,,11637.59405,0.075347,,0,-0.01%,,,0.075347,,0.00%,,,
,11638.59661,0.121902,,,11638.59661,0.121813,,0,-0.01%,,,0.121813,,0.00%,,,
,11639.59914,0.153381,,,11639.59913,0.153304,,-1E-06,-0.01%,,,0.153304,,0.00%,,,
,11640.60164,0.159649,,,11640.60164,0.159611,,-1E-06,0.00%,,,0.159611,,0.00%,,,
,11641.60412,0.142768,,,11641.60412,0.142778,,-1E-06,0.00%,,,0.142778,,0.00%,,,
,11642.60658,0.112548,,,11642.60658,0.112595,,-1E-06,0.00%,,,0.112595,,0.00%,,,
,11643.60903,0.07968,,,11643.60903,0.079742,,-2E-06,0.01%,,,0.079742,,0.00%,,,
,11644.61146,0.051373,,,11644.61146,0.051434,,-1E-06,0.01%,,,0.051434,,0.00%,,,
,11645.61388,0.030496,,,11645.61388,0.030544,,-2E-06,0.00%,,,0.030544,,0.00%,,,
,11646.61629,0.016813,,,11646.61629,0.016847,,-2E-06,0.00%,,,0.016847,,0.00%,,,
,11647.61869,0.00867,,,11647.61869,0.008692,,-2E-06,0.00%,,,0.008692,,0.00%,,,
,11648.62108,0.004207,,,11648.62108,0.004219,,-2E-06,0.00%,,,0.004219,,0.00%,,,
,11649.62346,0.00193,,,11649.62346,0.001937,,-2E-06,0.00%,,,0.001937,,0.00%,,,
a36-A,11500.5343,0.0078768,,,11500.5343,0.007869,,0,0.00%,,,0.007869,,0.00%,,,
,11501.53697,0.034316,,,11501.53697,0.034282,,0,0.00%,,,0.034282,,0.00%,,,
,11502.53958,0.078592,,,11502.53958,0.078521,,0,-0.01%,,,0.078521,,0.00%,,,
,11503.54215,0.12529,,,11503.54215,0.125199,,0,-0.01%,,,0.125199,,0.00%,,,
,11504.54468,0.155623,,,11504.54468,0.155547,,-1E-06,-0.01%,,,0.155547,,0.00%,,,
,11505.54719,0.160028,,,11505.54719,0.159994,,0,0.00%,,,0.159994,,0.00%,,,
,11506.54968,0.141472,,,11506.54968,0.141486,,-1E-06,0.00%,,,0.141486,,0.00%,,,
,11507.55215,0.110312,,,11507.55215,0.110362,,-9.99999E-07,0.01%,,,0.110362,,0.00%,,,
,11508.5546,0.077284,,,11508.5546,0.077347,,-1E-06,0.01%,,,0.077347,,0.00%,,,
,11509.55704,0.04933,,,11509.55704,0.04939,,-2E-06,0.01%,,,0.04939,,0.00%,,,
,11510.55946,0.029,,,11510.55946,0.029048,,-2E-06,0.00%,,,0.029048,,0.00%,,,
,11511.56188,0.015839,,,11511.56188,0.015873,,-2E-06,0.00%,,,0.015873,,0.00%,,,
,11512.56428,0.008094,,,11512.56428,0.008115,,-2E-06,0.00%,,,0.008115,,0.00%,,,
,11513.56668,0.003893,,,11513.56667,0.003905,,-3E-06,0.00%,,,0.003905,,0.00%,,,
,11514.56906,0.001771,,,11514.56906,0.001777,,-2E-06,0.00%,,,0.001777,,0.00%,,,
a36-G,11484.53938,0.007896,,,11484.53938,0.0078882,,0,0.00%,,,0.0078882,,0.00%,,,
,11485.54205,0.034396,,,11485.54205,0.034362,,0,0.00%,,,0.034362,,0.00%,,,
,11486.54466,0.078754,,,11486.54466,0.078684,,0,-0.01%,,,0.078684,,0.00%,,,
,11487.54723,0.125494,,,11487.54723,0.125404,,0,-0.01%,,,0.125404,,0.00%,,,
,11488.54977,0.155792,,,11488.54977,0.155716,,0,-0.01%,,,0.155716,,0.00%,,,
,11489.55228,0.160101,,,11489.55228,0.160067,,0,0.00%,,,0.160067,,0.00%,,,
,11490.55477,0.141436,,,11490.55477,0.14145,,0,0.00%,,,0.14145,,0.00%,,,
,11491.55724,0.110198,,,11491.55723,0.110248,,-1E-06,0.00%,,,0.110248,,0.00%,,,
,11492.55969,0.077139,,,11492.55969,0.077203,,-9.99999E-07,0.01%,,,0.077203,,0.00%,,,
,11493.56213,0.049194,,,11493.56213,0.049255,,-1E-06,0.01%,,,0.049255,,0.00%,,,
,11494.56455,0.028894,,,11494.56455,0.028942,,-2E-06,0.00%,,,0.028942,,0.00%,,,
,11495.56697,0.015766,,,11495.56696,0.015799,,-2E-06,0.00%,,,0.015799,,0.00%,,,
,11496.56937,0.008049,,,11496.56937,0.008069,,-2E-06,0.00%,,,0.008069,,0.00%,,,
,11497.57176,0.003867,,,11497.57176,0.003879,,-2E-06,0.00%,,,0.003879,,0.00%,,,
,11498.57415,0.001757,,,11498.57415,0.001764,,-2E-06,0.00%,,,0.001764,,0.00%,,,
a37,11980.63623,0.0063336,,,11980.63623,0.0063271,,0,0.00%,,,0.0063271,,0.00%,,,
,11981.63888,0.028889,,,11981.63888,0.028859,,0,0.00%,,,0.028859,,0.00%,,,
,11982.64148,0.069059,,,11982.64148,0.068995,,0,-0.01%,,,0.068995,,0.00%,,,
,11983.64404,0.114651,,,11983.64403,0.114563,,-9.99999E-07,-0.01%,,,0.114563,,0.00%,,,
,11984.64656,0.14804,,,11984.64656,0.14796,,0,-0.01%,,,0.14796,,0.00%,,,
,11985.64907,0.158022,,,11985.64907,0.157978,,0,0.00%,,,0.157978,,0.00%,,,
,11986.65155,0.144837,,,11986.65155,0.14484,,-1E-06,0.00%,,,0.14484,,0.00%,,,
,11987.65401,0.116969,,,11987.65401,0.117011,,-1E-06,0.00%,,,0.117011,,0.00%,,,
,11988.65646,0.084798,,,11988.65646,0.084859,,-1E-06,0.01%,,,0.084859,,0.00%,,,
,11989.65889,0.055965,,,11989.65889,0.056028,,-1E-06,0.01%,,,0.056028,,0.00%,,,
,11990.66132,0.033995,,,11990.66131,0.034047,,-2E-06,0.01%,,,0.034047,,0.00%,,,
,11991.66373,0.019173,,,11991.66372,0.019211,,-1E-06,0.00%,,,0.019211,,0.00%,,,
,11992.66613,0.010112,,,11992.66612,0.010136,,-2E-06,0.00%,,,0.010136,,0.00%,,,
,11993.66852,0.005017,,,11993.66852,0.005031,,-2E-06,0.00%,,,0.005031,,0.00%,,,
,11994.6709,0.002353,,,11994.6709,0.002361,,-2E-06,0.00%,,,0.002361,,0.00%,,,
a37-A,11845.58173,0.0068134,,,11845.58173,0.0068064,,0,0.00%,,,0.0068064,,0.00%,,,
,11846.5844,0.030577,,,11846.5844,0.030546,,0,0.00%,,,0.030546,,0.00%,,,
,11847.58701,0.072031,,,11847.58701,0.071965,,0,-0.01%,,,0.071965,,0.00%,,,
,11848.58957,0.11798,,,11848.58957,0.117891,,0,-0.01%,,,0.117891,,0.00%,,,
,11849.59211,0.15043,,,11849.59211,0.15035,,-1E-06,-0.01%,,,0.15035,,0.00%,,,
,11850.59462,0.158677,,,11850.59462,0.158636,,-1E-06,0.00%,,,0.158636,,0.00%,,,
,11851.59711,0.14381,,,11851.59711,0.143817,,-1E-06,0.00%,,,0.143817,,0.00%,,,
,11852.59958,0.114901,,,11852.59958,0.114946,,-1E-06,0.00%,,,0.114946,,0.00%,,,
,11853.60203,0.082448,,,11853.60203,0.08251,,-1E-06,0.01%,,,0.08251,,0.00%,,,
,11854.60447,0.05388,,,11854.60447,0.053942,,-1E-06,0.01%,,,0.053942,,0.00%,,,
,11855.6069,0.032419,,,11855.60689,0.03247,,-1E-06,0.01%,,,0.03247,,0.00%,,,
,11856.60931,0.018117,,,11856.60931,0.018153,,-1E-06,0.00%,,,0.018153,,0.00%,,,
,11857.61172,0.00947,,,11857.61171,0.009494,,-2E-06,0.00%,,,0.009494,,0.00%,,,
,11858.61411,0.004658,,,11858.61411,0.004672,,-3E-06,0.00%,,,0.004672,,0.00%,,,
,11859.6165,0.002167,,,11859.6165,0.002174,,-3E-06,0.00%,,,0.002174,,0.00%,,,
a37-G,11829.58682,0.0068299,,,11829.58682,0.006823,,0,0.00%,,,0.006823,,0.00%,,,
,11830.58948,0.030649,,,11830.58948,0.030618,,0,0.00%,,,0.030618,,0.00%,,,
,11831.59209,0.072181,,,11831.59209,0.072114,,0,-0.01%,,,0.072114,,0.00%,,,
,11832.59466,0.118177,,,11832.59466,0.118088,,0,-0.01%,,,0.118088,,0.00%,,,
,11833.5972,0.150603,,,11833.5972,0.150523,,0,-0.01%,,,0.150523,,0.00%,,,
,11834.59971,0.158764,,,11834.59971,0.158723,,-1E-06,0.00%,,,0.158723,,0.00%,,,
,11835.60219,0.14379,,,11835.60219,0.143797,,-9.99999E-07,0.00%,,,0.143797,,0.00%,,,
,11836.60466,0.1148,,,11836.60466,0.114845,,-1E-06,0.00%,,,0.114845,,0.00%,,,
,11837.60712,0.08231,,,11837.60712,0.082372,,-1E-06,0.01%,,,0.082372,,0.00%,,,
,11838.60956,0.053744,,,11838.60956,0.053806,,-1E-06,0.01%,,,0.053806,,0.00%,,,
,11839.61198,0.032309,,,11839.61198,0.032359,,-2E-06,0.01%,,,0.032359,,0.00%,,,
,11840.6144,0.018038,,,11840.6144,0.018075,,-2E-06,0.00%,,,0.018075,,0.00%,,,
,11841.6168,0.00942,,,11841.6168,0.009443,,-2E-06,0.00%,,,0.009443,,0.00%,,,
,11842.6192,0.004629,,,11842.6192,0.004643,,-2E-06,0.00%,,,0.004643,,0.00%,,,
,11843.62159,0.002151,,,11843.62158,0.002158,,-2E-06,0.00%,,,0.002158,,0.00%,,,
a38,12285.67751,0.0055788,,,12285.67751,0.0055729,,0,0.00%,,,0.0055729,,0.00%,,,
,12286.68017,0.026077,,,12286.68017,0.02605,,0,0.00%,,,0.02605,,0.00%,,,
,12287.68277,0.063819,,,12287.68277,0.063758,,0,-0.01%,,,0.063758,,0.00%,,,
,12288.68533,0.108391,,,12288.68533,0.108305,,0,-0.01%,,,0.108305,,0.00%,,,
,12289.68787,0.143095,,,12289.68787,0.143012,,0,-0.01%,,,0.143012,,0.00%,,,
,12290.69038,0.156093,,,12290.69037,0.156043,,-1E-06,-0.01%,,,0.156043,,0.00%,,,
,12291.69286,0.146147,,,12291.69286,0.146144,,-1E-06,0.00%,,,0.146144,,0.00%,,,
,12292.69533,0.120525,,,12292.69533,0.120562,,-1E-06,0.00%,,,0.120562,,0.00%,,,
,12293.69778,0.089198,,,12293.69778,0.089258,,-2E-06,0.01%,,,0.089258,,0.00%,,,
,12294.70022,0.060081,,,12294.70022,0.060145,,-9.99999E-07,0.01%,,,0.060145,,0.00%,,,
,12295.70265,0.037239,,,12295.70265,0.037293,,-1E-06,0.01%,,,0.037293,,0.00%,,,
,12296.70506,0.021425,,,12296.70506,0.021466,,-2E-06,0.00%,,,0.021466,,0.00%,,,
,12297.70747,0.011526,,,12297.70747,0.011552,,-2E-06,0.00%,,,0.011552,,0.00%,,,
,12298.70986,0.005831,,,12298.70986,0.005848,,-2E-06,0.00%,,,0.005848,,0.00%,,,
,12299.71225,0.002789,,,12299.71225,0.002798,,-2E-06,0.00%,,,0.002798,,0.00%,,,
a38-A,12150.62302,0.0060014,,,12150.62302,0.0059951,,0,0.00%,,,0.0059951,,0.00%,,,
,12151.62569,0.027612,,,12151.62569,0.027583,,0,0.00%,,,0.027583,,0.00%,,,
,12152.6283,0.066614,,,12152.6283,0.06655,,0,-0.01%,,,0.06655,,0.00%,,,
,12153.63087,0.11165,,,12153.63087,0.111562,,0,-0.01%,,,0.111562,,0.00%,,,
,12154.63341,0.145587,,,12154.63341,0.145504,,0,-0.01%,,,0.145504,,0.00%,,,
,12155.63593,0.156972,,,12155.63593,0.156925,,-1E-06,0.00%,,,0.156925,,0.00%,,,
,12156.63842,0.145355,,,12156.63842,0.145356,,-1E-06,0.00%,,,0.145356,,0.00%,,,
,12157.6409,0.118617,,,12157.64089,0.118657,,-1E-06,0.00%,,,0.118657,,0.00%,,,
,12158.64335,0.086905,,,12158.64335,0.086966,,-2E-06,0.01%,,,0.086966,,0.00%,,,
,12159.6458,0.057972,,,12159.6458,0.058036,,-1E-06,0.01%,,,0.058036,,0.00%,,,
,12160.64823,0.035597,,,12160.64823,0.035651,,-2E-06,0.01%,,,0.035651,,0.00%,,,
,12161.65065,0.020297,,,12161.65064,0.020336,,-2E-06,0.00%,,,0.020336,,0.00%,,,
,12162.65306,0.010823,,,12162.65305,0.010849,,-2E-06,0.00%,,,0.010849,,0.00%,,,
,12163.65546,0.00543,,,12163.65545,0.005445,,-2E-06,0.00%,,,0.005445,,0.00%,,,
,12164.65785,0.002576,,,12164.65784,0.002584,,-2E-06,0.00%,,,0.002584,,0.00%,,,
a38-G,12134.6281,0.006016,,,12134.6281,0.0060097,,0,0.00%,,,0.0060097,,0.00%,,,
,12135.63077,0.027677,,,12135.63077,0.027648,,0,0.00%,,,0.027648,,0.00%,,,
,12136.63338,0.066753,,,12136.63338,0.06669,,0,-0.01%,,,0.06669,,0.00%,,,
,12137.63596,0.11184,,,12137.63596,0.111752,,0,-0.01%,,,0.111752,,0.00%,,,
,12138.6385,0.145762,,,12138.6385,0.145679,,-1E-06,-0.01%,,,0.145679,,0.00%,,,
,12139.64101,0.157069,,,12139.64101,0.157022,,-1E-06,0.00%,,,0.157022,,0.00%,,,
,12140.64351,0.14535,,,12140.64351,0.145351,,-1E-06,0.00%,,,0.145351,,0.00%,,,
,12141.64598,0.118527,,,12141.64598,0.118568,,-1E-06,0.00%,,,0.118568,,0.00%,,,
,12142.64844,0.086773,,,12142.64844,0.086834,,-1E-06,0.01%,,,0.086834,,0.00%,,,
,12143.65088,0.057837,,,12143.65088,0.0579,,-1E-06,0.01%,,,0.0579,,0.00%,,,
,12144.65331,0.035484,,,12144.65331,0.035537,,-9.99999E-07,0.01%,,,0.035537,,0.00%,,,
,12145.65573,0.020214,,,12145.65573,0.020253,,-2E-06,0.00%,,,0.020253,,0.00%,,,
,12146.65814,0.010769,,,12146.65814,0.010795,,-2E-06,0.00%,,,0.010795,,0.00%,,,
,12147.66054,0.005397,,,12147.66054,0.005413,,-2E-06,0.00%,,,0.005413,,0.00%,,,
,12148.66294,0.002558,,,12148.66293,0.002566,,-3E-06,0.00%,,,0.002566,,0.00%,,,
c01,345.047435,0.8649908,,,345.047435,0.8649665,,0,0.00%,,,0.8649665,,0.00%,,,
,346.049958,0.113585,,,346.049958,0.113582,,0,0.00%,,,0.113582,,0.00%,,,
,347.051939,0.019342,,,347.051938,0.019365,,-1E-06,0.00%,,,0.019365,,0.00%,,,
,348.054276,0.001886,,,348.054276,0.001889,,0,0.00%,,,0.001889,,0.00%,,,
c01-G,193.998025,0.9327755,,,193.998025,0.9327531,,0,0.00%,,,0.9327531,,0.00%,,,
,195.001455,0.053718,,,195.001455,0.053716,,0,0.00%,,,0.057126,,-0.34%,,,
,196.002533,0.012756,,,196.002533,0.012778,,0,0.00%,,,0.012981,,-0.02%,,,
c02,690.094869,0.748209,,,690.094869,0.748167,,0,0.00%,,,0.748167,,0.00%,,,
,691.097393,0.1965,,,691.097393,0.196489,,0,0.00%,,,0.196489,,0.00%,,,
,692.099525,0.046362,,,692.099524,0.046402,,-1E-06,0.00%,,,0.046402,,0.00%,,,
,693.101818,0.007657,,,693.101817,0.007667,,-1E-06,0.00%,,,0.007667,,0.00%,,,
c02-G,539.04546,0.8068422,,,539.04546,0.8068002,,0,0.00%,,,0.8068002,,0.00%,,,
,540.04826,0.152414,,,540.04826,0.152406,,0,0.00%,,,0.152406,,0.00%,,,
,541.050217,0.035177,,,541.050216,0.035217,,-1E-06,0.00%,,,0.035217,,0.00%,,,
,542.052701,0.004829,,,542.052701,0.004837,,0,0.00%,,,0.004837,,0.00%,,,
c03,996.120172,0.6599175,,,996.120172,0.6598592,,0,-0.01%,,,0.6598592,,0.00%,,,
,997.122833,0.245716,,,997.122833,0.245694,,0,0.00%,,,0.245694,,0.00%,,,
,998.12505,0.074352,,,998.125049,0.074403,,-1E-06,0.01%,,,0.074403,,0.00%,,,
,999.127402,0.016326,,,999.127402,0.016346,,0,0.00%,,,0.016346,,0.00%,,,
,1000.129637,0.0031,,,1000.129636,0.003106,,-1E-06,0.00%,,,0.003106,,0.00%,,,
c03-G,845.070762,0.7116317,,,845.070762,0.7115718,,0,-0.01%,,,0.7115718,,0.00%,,,
,846.073632,0.212506,,,846.073632,0.212488,,0,0.00%,,,0.212488,,0.00%,,,
,847.075745,0.061352,,,847.075745,0.061407,,0,0.01%,,,0.061407,,0.00%,,,
,848.078218,0.012,,,848.078217,0.012017,,-1E-06,0.00%,,,0.012017,,0.00%,,,
c04,1301.161459,0.5812693,,,1301.161459,0.5812017,,0,-0.01%,,,0.5812017,,0.00%,,,
,1302.164152,0.282176,,,1302.164152,0.282143,,0,0.00%,,,0.282143,,0.00%,,,
,1303.166446,0.101716,,,1303.166446,0.101772,,0,0.01%,,,0.101772,,0.00%,,,
,1304.168815,0.027209,,,1304.168815,0.027238,,0,0.00%,,,0.027238,,0.00%,,,
,1305.171096,0.006172,,,1305.171095,0.006183,,-1E-06,0.00%,,,0.006183,,0.00%,,,
c04-G,1150.112049,0.6268203,,,1150.112049,0.6267499,,0,-0.01%,,,0.6267499,,0.00%,,,
,1151.114899,0.258077,,,1151.114899,0.258048,,0,0.00%,,,0.258048,,0.00%,,,
,1152.117144,0.087878,,,1152.117144,0.087939,,0,0.01%,,,0.087939,,0.00%,,,
,1153.119587,0.021594,,,1153.119586,0.021621,,-1E-06,0.00%,,,0.021621,,0.00%,,,
,1154.121861,0.00462,,,1154.12186,0.004629,,-1E-06,0.00%,,,0.004629,,0.00%,,,
c05,1607.186761,0.5126773,,,1607.186761,0.5126012,,0,-0.01%,,,0.5126012,,0.00%,,,
,1608.189509,0.305127,,,1608.189509,0.305082,,0,0.00%,,,0.305082,,0.00%,,,
,1609.191869,0.128242,,,1609.191869,0.128299,,0,0.01%,,,0.128299,,0.00%,,,
,1610.194271,0.040293,,,1610.19427,0.040332,,-1E-06,0.00%,,,0.040332,,0.00%,,,
,1611.196593,0.010636,,,1611.196592,0.010653,,-1E-06,0.00%,,,0.010653,,0.00%,,,
,1612.198913,0.002423,,,1612.198912,0.002429,,-1E-06,0.00%,,,0.002429,,0.00%,,,
c05-G,1456.137351,0.5528531,,,1456.137351,0.5527733,,0,-0.01%,,,0.5527733,,0.00%,,,
,1457.140231,0.28828,,,1457.140231,0.288238,,0,0.00%,,,0.288238,,0.00%,,,
,1458.142564,0.114584,,,1458.142564,0.114647,,0,0.01%,,,0.114647,,0.00%,,,
,1459.14502,0.033615,,,1459.145019,0.033652,,-1E-06,0.00%,,,0.033652,,0.00%,,,
,1460.147345,0.008423,,,1460.147344,0.008439,,-1E-06,0.00%,,,0.008439,,0.00%,,,
c06,1952.234196,0.4434611,,,1952.234196,0.4433829,,0,-0.01%,,,0.4433829,,0.00%,,,
,1953.236903,0.322165,,,1953.236903,0.322108,,0,-0.01%,,,0.322108,,0.00%,,,
,1954.239302,0.155502,,,1954.239301,0.155553,,-1E-06,0.01%,,,0.155553,,0.00%,,,
,1955.241699,0.056288,,,1955.241698,0.056335,,-1E-06,0.00%,,,0.056335,,0.00%,,,
,1956.244037,0.016926,,,1956.244036,0.01695,,-1E-06,0.00%,,,0.01695,,0.00%,,,
,1957.246361,0.004388,,,1957.24636,0.004397,,-1E-06,0.00%,,,0.004397,,0.00%,,,
c06-G,1801.184786,0.4782128,,,1801.184786,0.4781304,,0,-0.01%,,,0.4781304,,0.00%,,,
,1802.187594,0.312155,,,1802.187594,0.312101,,0,-0.01%,,,0.312101,,0.00%,,,
,1803.18999,0.142551,,,1803.189989,0.142609,,-1E-06,0.01%,,,0.142609,,0.00%,,,
,1804.192422,0.04871,,,1804.192422,0.048756,,0,0.00%,,,0.048756,,0.00%,,,
,1805.194772,0.013965,,,1805.194771,0.013987,,-1E-06,0.00%,,,0.013987,,0.00%,,,
,1806.197117,0.003457,,,1806.197116,0.003464,,-1E-06,0.00%,,,0.003464,,0.00%,,,
c07,2297.28163,0.3835897,,,2297.28163,0.3835113,,0,-0.01%,,,0.3835113,,0.00%,,,
,2298.28431,0.32904,,,2298.28431,0.328973,,0,-0.01%,,,0.328973,,0.00%,,,
,2299.286733,0.179678,,,2299.286733,0.17972,,0,0.00%,,,0.17972,,0.00%,,,
,2300.289132,0.073419,,,2300.289131,0.073471,,-1E-06,0.01%,,,0.073471,,0.00%,,,
,2301.291481,0.02473,,,2301.29148,0.024762,,-1E-06,0.00%,,,0.024762,,0.00%,,,
,2302.293811,0.007165,,,2302.29381,0.007178,,-1E-06,0.00%,,,0.007178,,0.00%,,,
c07-G,2146.232221,0.4136497,,,2146.232221,0.4135667,,0,-0.01%,,,0.4135667,,0.00%,,,
,2147.234981,0.324329,,,2147.234981,0.324264,,0,-0.01%,,,0.324264,,0.00%,,,
,2148.237413,0.168011,,,2148.237413,0.16806,,0,0.00%,,,0.16806,,0.00%,,,
,2149.239839,0.065265,,,2149.239838,0.065317,,-1E-06,0.01%,,,0.065317,,0.00%,,,
,2150.242202,0.021045,,,2150.242201,0.021074,,-1E-06,0.00%,,,0.021074,,0.00%,,,
,2151.244549,0.005851,,,2151.244548,0.005862,,-1E-06,0.00%,,,0.005862,,0.00%,,,
c08,2642.329065,0.3318016,,,2642.329065,0.3317244,,0,-0.01%,,,0.3317244,,0.00%,,,
,2643.331724,0.328186,,,2643.331724,0.32811,,0,-0.01%,,,0.32811,,0.00%,,,
,2644.334165,0.200213,,,2644.334164,0.200244,,-1E-06,0.00%,,,0.200244,,0.00%,,,
,2645.336567,0.091003,,,2645.336567,0.091058,,0,0.01%,,,0.091058,,0.00%,,,
,2646.338926,0.033896,,,2646.338925,0.033935,,-1E-06,0.00%,,,0.033935,,0.00%,,,
,2647.341262,0.010831,,,2647.341261,0.010849,,-1E-06,0.00%,,,0.010849,,0.00%,,,
,2648.343578,0.003059,,,2648.343577,0.003067,,-1E-06,0.00%,,,0.003067,,0.00%,,,
c08-G,2491.279655,0.3578031,,,2491.279655,0.3577214,,0,-0.01%,,,0.3577214,,0.00%,,,
,2492.282382,0.327526,,,2492.282382,0.327451,,0,-0.01%,,,0.327451,,0.00%,,,
,2493.284837,0.190167,,,2493.284836,0.190206,,-1E-06,0.00%,,,0.190206,,0.00%,,,
,2494.287262,0.08259,,,2494.287261,0.082647,,-1E-06,0.01%,,,0.082647,,0.00%,,,
,2495.289635,0.029553,,,2495.289634,0.02959,,-1E-06,0.00%,,,0.02959,,0.00%,,,
,2496.291986,0.009095,,,2496.291985,0.009112,,-1E-06,0.00%,,,0.009112,,0.00%,,,
,2497.294315,0.00248,,,2497.294314,0.002486,,-1E-06,0.00%,,,0.002486,,0.00%,,,
c09,2947.370352,0.2922579,,,2947.370352,0.2921817,,0,-0.01%,,,0.2921817,,0.00%,,,
,2948.373025,0.322129,,,2948.373025,0.322046,,0,-0.01%,,,0.322046,,0.00%,,,
,2949.375493,0.214953,,,2949.375492,0.214974,,-1E-06,0.00%,,,0.214974,,0.00%,,,
,2950.377914,0.106472,,,2950.377913,0.106528,,-1E-06,0.01%,,,0.106528,,0.00%,,,
,2951.380292,0.043059,,,2951.380291,0.043103,,-1E-06,0.00%,,,0.043103,,0.00%,,,
,2952.382645,0.014909,,,2952.382644,0.014933,,-1E-06,0.00%,,,0.014933,,0.00%,,,
,2953.384977,0.004557,,,2953.384976,0.004566,,-1E-06,0.00%,,,0.004566,,0.00%,,,
c09-G,2796.320942,0.3151606,,,2796.320942,0.3150797,,0,-0.01%,,,0.3150797,,0.00%,,,
,2797.323677,0.324138,,,2797.323677,0.324055,,0,-0.01%,,,0.324055,,0.00%,,,
,2798.32616,0.206502,,,2798.32616,0.20653,,0,0.00%,,,0.20653,,0.00%,,,
,2799.328603,0.098091,,,2799.328602,0.098149,,-1E-06,0.01%,,,0.098149,,0.00%,,,
,2800.330995,0.038219,,,2800.330994,0.038263,,-1E-06,0.00%,,,0.038263,,0.00%,,,
,2801.333362,0.012782,,,2801.333361,0.012804,,-1E-06,0.00%,,,0.012804,,0.00%,,,
,2802.335706,0.003781,,,2802.335705,0.00379,,-1E-06,0.00%,,,0.00379,,0.00%,,,
c10,3292.417787,0.2528004,,,3292.417787,0.2527274,,0,-0.01%,,,0.2527274,,0.00%,,,
,3293.420444,0.311835,,,3293.420444,0.311745,,0,-0.01%,,,0.311745,,0.00%,,,
,3294.422921,0.228174,,,3294.42292,0.228182,,-1E-06,0.00%,,,0.228182,,0.00%,,,
,3295.425346,0.123294,,,3295.425346,0.123349,,0,0.01%,,,0.123349,,0.00%,,,
,3296.427731,0.054157,,,3296.42773,0.054207,,-1E-06,0.01%,,,0.054207,,0.00%,,,
,3297.430089,0.020314,,,3297.430088,0.020344,,-1E-06,0.00%,,,0.020344,,0.00%,,,
,3298.432427,0.006712,,,3298.432426,0.006726,,-1E-06,0.00%,,,0.006726,,0.00%,,,
,3299.434749,0.001995,,,3299.434747,0.002,,-2E-06,0.00%,,,0.002,,0.00%,,,
c10-G,3141.368377,0.272611,,,3141.368377,0.2725334,,0,-0.01%,,,0.2725334,,0.00%,,,
,3142.371088,0.316174,,,3142.371088,0.316084,,0,-0.01%,,,0.316084,,0.00%,,,
,3143.373582,0.221535,,,3143.373582,0.22155,,0,0.00%,,,0.22155,,0.00%,,,
,3144.376027,0.115167,,,3144.376026,0.115224,,-1E-06,0.01%,,,0.115224,,0.00%,,,
